NCT ID,Title,Phase,Drug Names,Modality,Target,Indication,Status,Sponsor,Start Date,Primary Completion,Milestone,Probability,Phase_Num,Modality_Code,ML_Prediction,Phase Weight
NCT06789718,Impact of GABA Probiotic Lactiplantibacillus Plantarum Lp815 on Sleep Outcomes in Participants with Self-Reported Sleep Disturbance,,,Other,Unknown,Other,ACTIVE_NOT_RECRUITING,Verb Biotics LLC,2024-11-04,2024-11-22,Long-term,0.1,,3,0.07471722255609645,1
NCT00055718,Silymarin (Milk Thistle Extract) in Treating Patients With Acute Lymphoblastic Leukemia Who Are Receiving Chemotherapy,PHASE2,,Other,Unknown,Leukemia,COMPLETED,Herbert Irving Comprehensive Cancer Center,2001-11,,Unknown,0.3,2.0,3,0.3133375460709372,3
NCT00422890,Treatment of Imminent Haematological Relapse in Patients With AML and MDS Following Allogeneic Stem Cell Transplantation With 5-azacitidine (Vidaza®),PHASE3,5-Azacytidin,Other,Unknown,Leukemia,COMPLETED,Technische Universität Dresden,2007-01,2009-12,Long-term,0.6,3.0,3,0.600000000000001,5
NCT06457997,A Study of PHN-010 in Patients With Advanced Solid Tumors,PHASE1,PHN-010,Other,Unknown,Solid Tumor,TERMINATED,Pheon Therapeutics,2024-07-01,2025-09-11,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00506597,Erwinase Study in Patients With Acute Lymphoblastic Leukemia,NA,Erwinase,Other,Unknown,Leukemia,COMPLETED,M.D. Anderson Cancer Center,2007-05,2012-02,Long-term,0.05,,3,0.07471722255609645,1
NCT01491958,Safety & Efficacy of Atorvastatin for Prophylaxis of Acute Graft Versus Host Disease in Patients With Hematological Malignancies HLA- Donor Hematopoietic Stem Cell Transplantation,PHASE2,"atorvastatin, Tacrolimus, methotrexate",Other,Unknown,Leukemia,COMPLETED,Ohio State University Comprehensive Cancer Center,2011-12-10,2014-01-01,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06244485,A Study of Valemetostat Tosylate in Combination With DXd ADCs in Subjects With Solid Tumors,PHASE1,"Valemetostat tosylate, T-DXd, Dato-DXd",ADC,Unknown,Solid Tumor,RECRUITING,Daiichi Sankyo,2024-02-16,2028-11-01,Long-term,0.1,1.0,0,0.17008722943722948,1
NCT04668885,CPX-351 as a Novel Approach for the Treatment of Older Patients With AML and MDS,PHASE2,CPX-351,Other,Unknown,Leukemia,ACTIVE_NOT_RECRUITING,Case Comprehensive Cancer Center,2021-01-14,2025-10-10,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06001385,HLA-Mismatched Unrelated Donor Peripheral Blood Stem Cell Transplantation With Reduced Dose Post Transplantation Cyclophosphamide GvHD Prophylaxis,PHASE2,"Busulfan, Fludarabine, Post-Transplant Cyclophosphamide, Mesna, Tacrolimus, Mycophenolate Mofetil, Melphalan, Cyclophosphamide",Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,Center for International Blood and Marrow Transplant Research,2023-12-08,2026-02-01,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT07372625,"A Study to Investigate the Effects of Multiple Doses of Rezatapopt on the Pharmacokinetics of Metformin, Rosuvastatin, Repaglinide, and Midazolam in Patients With Advanced Solid Tumors Harboring a TP53 Y220C Mutation.",PHASE1,"metformin hydrochloride 500 mg tablet, rosuvastatin 10 mg tablet, repaglinide 0.5 mg tablet, midazolam hydrochloride syrup, rezatapopt",Other,Unknown,Solid Tumor,NOT_YET_RECRUITING,"PMV Pharmaceuticals, Inc",2026-01-19,2027-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05177276,Selinexor Combination Ph 1 Study,"PHASE1, PHASE2","Selinexor, Irinotecan",Other,Unknown,Solid Tumor,WITHDRAWN,Martin Gutierrez,2014-09,2015-09,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00720876,Vorinostat and Rituximab in Treating Patients With Indolent Non-Hodgkin Lymphoma,PHASE2,vorinostat,Other,Unknown,Lymphoma,COMPLETED,City of Hope Medical Center,2008-07-23,2017-06-08,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05538676,Fluoride-labeled Boronophenylalanine PET Imaging in Patients With Solid Tumors,,,Other,Unknown,Solid Tumor,UNKNOWN,Xiaohua Zhu,2022-12-26,2023-08-25,Long-term,0.1,,3,0.07471722255609645,1
NCT02827968,Phase 1 Study of Anti-PD-L1 Monoclonal Antibody KN035 to Treat Locally Advanced or Metastatic Solid Tumors,PHASE1,KN035,Other,PD-L1,Solid Tumor,COMPLETED,"3D Medicines (Sichuan) Co., Ltd.",2017-01-13,2020-08,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01182168,Gemcitabine and Split-Dose Cisplatin Plus Everolimus (RAD001) in Patients With Advanced Solid Tumor Malignancies,PHASE1,gemcitabine and split-dose cisplatin plus escalating doses of continuous Everolimus (RAD001),Other,Unknown,Solid Tumor,COMPLETED,Memorial Sloan Kettering Cancer Center,2010-08,2016-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05348889,First-in-Human (FIH) Trial of 1A46 in Subjects with Advanced CD20 And/or CD19 Positive B-cell Hematologic Malignancies,"PHASE1, PHASE2",1A46 Injection,Other,"CD19, CD20",Lymphoma,TERMINATED,"Chimagen Biosciences, Ltd",2022-08-30,2024-10-31,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT05846750,Obinutuzumab in Combination With Lenalidomide in Relapsed or Refractory Marginal Zone Lymphoma,PHASE2,"Obinutuzumab, lenalidomide",Other,Unknown,Lymphoma,RECRUITING,"Institute of Hematology & Blood Diseases Hospital, China",2022-11-01,2026-05-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02471391,ABT-199 & Ibrutinib in Mantle Cell Lymphoma (AIM),PHASE2,"ABT-199, Ibrutinib",Other,Unknown,Lymphoma,UNKNOWN,"Peter MacCallum Cancer Centre, Australia",2015-07-22,2020-11-20,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02267590,Tissue Collection for Biomarkers Determining Resistance to Ibrutinib,,,Other,Unknown,Lymphoma,UNKNOWN,Royal Marsden NHS Foundation Trust,2014-10,2016-10,Long-term,0.1,,3,0.07471722255609645,1
NCT06585514,Anti-CD19 Chimeric Antigen Receptor T Cells for Refractory Systemic Lupus Erythematosus,"PHASE1, PHASE2",CD19 CAR-T cells,CAR-T,CD19,Other,RECRUITING,Beijing GoBroad Hospital,2024-10-17,2025-09-30,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT05234606,A Safety and Preliminary Efficacy Study of SBT6290 Alone and in Combination With PD-(L)1 Inhibitors in Select Advanced Solid Tumors,"PHASE1, PHASE2","SBT6290, SBT6290, pembrolizumab",CAR-T,HER2,Solid Tumor,WITHDRAWN,Silverback Therapeutics,2022-03,2022-03-31,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT04182204,"A Study to Evaluate the Safety and Efficacy of Polatuzumab Vedotin in Combination With Rituximab, Gemcitabine and Oxaliplatin Compared to Rituximab, Gemcitabine and Oxaliplatin Alone in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma",PHASE3,"Polatuzumab Vedotin, Rituximab, Gemcitabine, Oxaliplatin",Other,Unknown,Lymphoma,COMPLETED,Hoffmann-La Roche,2020-02-07,2024-11-29,Long-term,0.6,3.0,3,0.600000000000001,5
NCT03811652,A Multiple Ascending Dose Study of MEDI7247 in Advanced or Metastatic Solid Tumors,PHASE1,MEDI7247,CAR-T,Unknown,Solid Tumor,COMPLETED,MedImmune LLC,2018-12-20,2019-12-10,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00369252,Phase I Study of Nimotuzumab in Solid Tumours,PHASE1,Nimotuzumab (TheraCIM h-R3),Other,Unknown,Other,COMPLETED,YM BioSciences,2005-06,,Unknown,0.1,1.0,3,0.15123598159865156,1
NCT06539338,A Study to Investigate Safety of INT2104 Infusions in Participants Aged 18 Years of Age and Older Who Have B-cell Cancers That Came Back After Previous Treatment,PHASE1,,Other,Unknown,Lymphoma,RECRUITING,"Kite, A Gilead Company",2024-09-20,2028-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT02856048,Co-treatment With GnRH Analogs on the Ovarian Reserve in Young Women Treated With Alkylating Agents for Cancer,"PHASE2, PHASE3",Triptorelin (GnRHa) + Chemotherapy,Other,Unknown,Lymphoma,UNKNOWN,Assistance Publique - Hôpitaux de Paris,2016-11-23,2021-02,Long-term,0.6,2.0,3,0.3133375460709372,5
NCT06887348,"A Study to Assess the Long-term Safety Outcomes in Patients Previously Treated With RP1, RP2, or RP3",,,CAR-T,Unknown,Solid Tumor,RECRUITING,Replimune Inc.,2025-12-12,2030-12,Long-term,0.1,,2,0.07698823195888042,1
NCT06462248,Anti-CD19 Chimeric Antigen Receptor Modified T-cell (CAR-T) Therapy for Treatment of B-cell Hematological Malignancies,PHASE2,CUCART19,CAR-T,CD19,Lymphoma,RECRUITING,Chi Kong Li,2024-06-01,2026-12-31,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT04629326,PD-L1 Targeting Molecular Imaging of Solid Tumors,NA,,Other,PD-L1,Solid Tumor,RECRUITING,Peking University Cancer Hospital & Institute,2021-07-20,2024-11,Long-term,0.05,,3,0.07471722255609645,1
NCT01878708,A Pilot Study of Oncaspar® + Dexamethasone in Patients With Relapsed or Refractory T-Cell Lymphoma,EARLY_PHASE1,"PEG-L-asparaginase, Dexamethasone acetate",Other,Unknown,Lymphoma,TERMINATED,Dana-Farber Cancer Institute,2013-07,2017-02,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06764017,CHiR Therapy for Elderly DLBCL Intolerant to Chemo,PHASE2,CHiR-DEL,Other,Unknown,Lymphoma,RECRUITING,First Affiliated Hospital of Ningbo University,2025-02-01,2026-12-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01301417,Data Collection of Patients Treated With the ColonRing™ for the Creation of Circular Compression Anastomosis,,,Other,Unknown,Lymphoma,COMPLETED,novoGI,2011-02,2011-08,Long-term,0.1,,3,0.07471722255609645,1
NCT01756118,"A Phase I, Dose-finding Study of BEZ235 in Adult Patients With Relapsed or Refractory Acute Leukemia",PHASE1,BEZ235,Other,Unknown,Leukemia,COMPLETED,Goethe University,2012-06,2017-12,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04604691,Blinatumomab in Pediatric B-cell Acute Lymphoblastic Leukemia (ALL) With Minimal Residual Disease (MRD),PHASE1,Blinatumomab for Injection,Other,Unknown,Leukemia,UNKNOWN,Seoul National University Hospital,2022-02-18,2023-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03381118,Haploidentical Lymphocytes With Nivolumab/Ara-C as Consolidation in Elderly AML Patients,PHASE2,"Cytarabine, Nivolumab, Cytarabine, Nivolumab",Other,Unknown,Leukemia,TERMINATED,St. Petersburg State Pavlov Medical University,2017-06-30,2018-09-30,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04282018,"Study of BGB-10188 as Monotherapy, and in Combination With Zanubrutinib, and Tislelizumab","PHASE1, PHASE2","BGB-10188, Zanubrutinib, Tislelizumab",Other,Unknown,Lymphoma,COMPLETED,BeiGene,2020-05-25,2024-08-28,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT04161118,TisaGenlecleucel in Elderly Patients With First-Relapsed or Primary Refractory Aggressive B-cell Non-Hodgkin Lymphoma,PHASE2,CTL019,Other,Unknown,Lymphoma,TERMINATED,University of Cologne,2021-05-12,2023-02-24,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00573690,Sorafenib Combined With Cisplatin and Etoposide or Carboplatin and Pemetrexed in Treating Patients With Metastatic Solid Tumors,PHASE1,"carboplatin, cisplatin, etoposide, pemetrexed disodium, sorafenib tosylate",CAR-T,Unknown,Solid Tumor,COMPLETED,UNC Lineberger Comprehensive Cancer Center,2007-09,2009-06,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04387916,A Study of KC1036 in Patients with Advanced Solid Tumors,PHASE1,KC1036,Other,Unknown,Solid Tumor,RECRUITING,"Beijing Konruns Pharmaceutical Co., Ltd.",2020-09-04,2025-10-31,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01850004,Open-Label Study Evaluating Dasatinib Therapy Discontinuation in Patients With Chronic Phase Chronic Myeloid Leukemia With Stable Complete Molecular Response,PHASE2,Dasatinib,Other,Unknown,Leukemia,COMPLETED,Bristol-Myers Squibb,2014-01-22,2017-09-20,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00608933,Education Intervention in Encouraging Health Providers to Talk With Cancer Patients About the Use of Complementary and Alternative Medicine,PHASE3,,Other,Unknown,Solid Tumor,COMPLETED,M.D. Anderson Cancer Center,2008-06,2020-12-07,Long-term,0.6,3.0,3,0.600000000000001,5
NCT02129049,Telephone-Based Educational Intervention in Improving Communication Between Patients With Stage 0-III Cancer and Their Children,NA,,Other,Unknown,Lymphoma,COMPLETED,University of Washington,2014-04,2015-07,Long-term,0.05,,3,0.07471722255609645,1
NCT03556748,WB-EMS and Nutrition in Patients With Hematological Malignancies,NA,,Other,Unknown,Lymphoma,UNKNOWN,University of Erlangen-Nürnberg Medical School,2017-11-01,2019-10-31,Long-term,0.05,,3,0.07471722255609645,1
NCT00317408,Combination Chemotherapy Followed By Stem Cell Transplant in Treating Young Patients With Progressive or Relapsed Anaplastic Large Cell Lymphoma,NA,"busulfan, carboplatin, carmustine, cyclosporine, cytarabine, dexamethasone, etoposide phosphate, idarubicin, ifosfamide, leucovorin calcium, lomustine, melphalan, methotrexate, mitoxantrone hydrochloride, prednisolone, thiotepa, vinblastine sulfate, vindesine",CAR-T,Unknown,Lymphoma,UNKNOWN,European Inter-group Cooperation on Childhood and Adolescent Non Hodgkin Lymphoma,2004-04,2014-02,Long-term,0.05,,2,0.07698823195888042,1
NCT06307925,"A Phase I Study to Evaluate the Safety, Pharmacokinetics and Antitumor Activity of HC010 in Patients With Advanced Solid Tumors",PHASE1,HC010,Other,Unknown,Solid Tumor,RECRUITING,HC Biopharma Inc.,2024-03-27,2025-12-31,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06754540,Azacitidine Combined with Donor Lymphocyte Infusion for Acute Myeloid Leukemia Post-transplant Relapse Prevention.,PHASE2,Azacitidine (AZA),Other,Unknown,Leukemia,NOT_YET_RECRUITING,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",2025-01-16,2027-01-01,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06589089,Autologous Hematopoietic Stem Cell Boost Study After CAR-T Therapy,PHASE2,autologous hematopoietic stem cell,CAR-T,Unknown,Lymphoma,RECRUITING,Ruijin Hospital,2024-10-15,2025-08,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT07043218,A Clinical Study Exploring Universal CAR-T Cell in Patients With Relapsed/Refractory B-cell Acute Lymphoblastic Leukemia,PHASE1,Chimeric Antigen Receptor T Cells (CAR-T),CAR-T,Unknown,Leukemia,NOT_YET_RECRUITING,"Shanghai Tongji Hospital, Tongji University School of Medicine",2025-07-10,2026-06-30,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04040491,"PD-1 Antibody, Chidamide, Lenalidomide and Gemcitabine for Peripheral T-cell Lymphoma",PHASE4,"PD-1 blocking antibody, chidamide, lenalidomide and gemcitabine",Other,PD-1,Lymphoma,UNKNOWN,Mingzhi Zhang,2019-09-01,2020-12-01,Long-term,0.05,4.0,3,0.04999999999999991,1
NCT06096974,"Pan-RAS Inhibitor YL-17231 in Patients With Advanced Solid Tumors Harboring Mutations in KRAS, HRAS, or NRAS",PHASE1,YL-17231,Other,KRAS,Solid Tumor,RECRUITING,Shanghai YingLi Pharmaceutical Co. Ltd.,2023-10-24,2025-10,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05101356,A Cancer Vaccine (Labvax 3(22)-23) and GM-CSF Alone or in Combination With Pembrolizumab for the Treatment of Advanced Stage Adenocarcinoma,"PHASE1, PHASE2",,CAR-T,Unknown,Solid Tumor,RECRUITING,Tianhong Li,2021-10-13,2026-01-01,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT04555551,MCARH109 Chimeric Antigen Receptor (CAR) Modified T Cells for the Treatment of Multiple Myeloma,PHASE1,,CAR-T,Unknown,Multiple Myeloma,ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,2020-09-08,2026-08,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT05266729,Determine the Dosing Interval and Optimal Dose of AYP-101 for the Reduction of Submental Fat in Chin Area,PHASE2,"Polyene Phosphatidylcholine, Placebo",Other,Unknown,Other,COMPLETED,"AMIpharm Co., Ltd.",2022-03-02,2022-12-28,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06904131,A Phase I Clinical Trial of CAR-T Cells for Advanced Gynecological Solid Tumors,NA,Cell therapy with bispecific antibodies,CAR-T,Unknown,Solid Tumor,RECRUITING,Obstetrics & Gynecology Hospital of Fudan University,2025-05-11,2027-12-31,Long-term,0.05,,2,0.07698823195888042,1
NCT03547037,"A Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of JNJ-63723283, an Anti-Programmed Cell Death (PD)-1 Monoclonal Antibody, as Monotherapy or in Combination With Erdafitinib in Japanese Participants With Advanced Solid Cancers",PHASE1,"JNJ-63723283, Erdafitinib",Other,Unknown,Solid Tumor,COMPLETED,Janssen Pharmaceutical K.K.,2018-08-31,2022-07-04,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01309737,"A One-Year Study To Evaluate The Efficacy And Safety Of CP-690,550 For Patients With Moderate To Severe Chronic Plaque Psoriasis",PHASE3,"CP-690,550, CP-690,550, Placebo/CP-690,550, Placebo/CP-690,550",Other,Unknown,Other,COMPLETED,Pfizer,2011-03,2013-04,Long-term,0.6,3.0,3,0.600000000000001,5
NCT05420545,A Clinical Study of CD70-targeted CAR-T in the Treatment of CD70-positive Advanced/Metastatic Solid Tumors,PHASE1,,CAR-T,Unknown,Solid Tumor,UNKNOWN,"Chongqing Precision Biotech Co., Ltd",2021-12-31,2023-12-31,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04259372,Analysis of T Cell Metabolism in Acute Myeloid Leukemia Patients,,,Other,Unknown,Leukemia,COMPLETED,University of Freiburg,2016-01-01,2019-12-31,Long-term,0.1,,3,0.07471722255609645,1
NCT01957995,Nanosomal Docetaxel Lipid Suspension in Treating Patients With Advanced Solid Tumors,PHASE1,nanosomal docetaxel lipid suspension,Other,Unknown,Solid Tumor,COMPLETED,University of Southern California,2013-11-08,2014-05-29,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03889795,"Phase IB Metformin, Digoxin, Simvastatin in Solid Tumors",PHASE1,"Metformin, Simvastatin, Digoxin",Other,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,"Danae Hamouda, MD",2019-06-05,2026-12-30,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00006095,Combination Chemotherapy in Treating Children With Solid Tumors That Have Not Responded to Previous Therapy,PHASE1,"irinotecan hydrochloride, vincristine sulfate",Other,Unknown,Solid Tumor,COMPLETED,Children's Oncology Group,2000-07,2005-01,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00143975,Gemtuzumab Ozogamicin in Combination With A-HAM in Refractory AML (GO-A-HAM),PHASE2,"Cytarabine, Mitoxantrone, Gemtuzumab Ozogamicin, All-trans-Retinoid Acid",Other,Unknown,Leukemia,COMPLETED,University of Ulm,2004-06,2007-07,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05930457,Study of 64Cu-FAPI-XT117 PET/CT in Patients With Malignant Solid Tumors,PHASE1,"2.5-3.5mCi 64Cu-FAPI-XT117, 3.5-4.5mCi 64Cu-FAPI-XT117, 4.5-5.5mCi 64Cu-FAPI-XT117",Other,Unknown,Solid Tumor,COMPLETED,The First Affiliated Hospital of Guangzhou Medical University,2023-07-26,2023-10-31,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06013501,The Effect of Puppet Show on Pain and Fear During Subcutaneous Injection in Children With Leukemia,NA,,Other,Unknown,Leukemia,RECRUITING,Dokuz Eylul University,2023-01-03,2024-12-03,Long-term,0.05,,3,0.07471722255609645,1
NCT05312801,Phase 1 Study of BAFF CAR-T Cells (LMY-920) for Non-Hodgkin Lymphoma,PHASE1,BAFF CAR-T,CAR-T,Unknown,Lymphoma,RECRUITING,Luminary Therapeutics,2023-11-21,2025-05-01,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04887012,Clinical Study of HLA Haploidentical CAR-NK Cells Targeting CD19 in the Treatment of Refractory/Relapsed B-cell NHL,PHASE1,,CAR-T,CD19,Lymphoma,UNKNOWN,"Second Affiliated Hospital, School of Medicine, Zhejiang University",2021-05-01,2022-05-01,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT03509012,Immunotherapy in Combination With Chemoradiation in Patients With Advanced Solid Tumors,PHASE1,"Durvalumab, Tremelimumab, Cisplatin (dose level 4), Cisplatin (dose level 3), Carboplatin (dose level 1), Carboplatin (dose level 2), Etoposide (dose level 1), Etoposide (dose level 2), Paclitaxel, Pemetrexed, Cisplatin (dose level 1), Cisplatin (dose level 2)",CAR-T,Unknown,Solid Tumor,COMPLETED,AstraZeneca,2018-05-02,2020-12-31,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT06113081,Real World Experience With Mogamulizumab in the Treatment of Cutaneous T-cell Lymphoma,,,Other,Unknown,Lymphoma,COMPLETED,Fondazione Italiana Linfomi - ETS,2024-06-06,2025-10-10,Long-term,0.1,,3,0.07471722255609645,1
NCT00714181,Hydroxychloroquine and Temozolomide in Treating Patients With Metastatic or Unresectable Solid Tumors,PHASE1,"hydroxychloroquine, temozolomide",Other,Unknown,Solid Tumor,COMPLETED,Abramson Cancer Center at Penn Medicine,2008-06,2011-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00316511,Study of L-NDDP (Aroplatin) in Patients With Advanced Solid Malignancies or B-Cell Lymphoma,PHASE1,Aroplatin,Other,Unknown,Lymphoma,COMPLETED,Agenus Inc.,2006-03,2008-06,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01553071,Phase I Trial of IV Fenretinide (4-HPR) Plus IV Safingol for Patients With Relapsed Malignancies,PHASE1,Fenretinide (4-HPR) plus Intravenous Safingol,Other,Unknown,Solid Tumor,TERMINATED,South Plains Oncology Consortium,2016-11,2020-12,Long-term,0.1,1.0,3,0.15123598159865156,1
